UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
771	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	mark	quality	n/a
772	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	quality	quality	n/a
773	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	refurbish	quality	n/a
774	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	scratch	quality	n/a
775	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	use	operational_effectiveness	n/a
776	40014038	262	 good product	good product	['good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
777	40014038	262	 good product	good product	['good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
778	40014038	263	Great Pan American s nice will only be able to give my view after using for two/three more months because previous experience with non stick cookware has not been good.	great pan american s nice only able give view use two three more months previous experience non stick cookware have not good	['great', 'pan', 'american', 's', 'nice', 'only', 'able', 'give', 'view', 'use', 'two', 'three', 'more', 'months', 'previous', 'experience', 'non', 'stick', 'cookware', 'have', 'not', 'good']	4	POSITIVE	POSITIVE	NEUTRAL	good	quality	n/a
779	40014038	263	Great Pan American s nice will only be able to give my view after using for two/three more months because previous experience with non stick cookware has not been good.	great pan american s nice only able give view use two three more months previous experience non stick cookware have not good	['great', 'pan', 'american', 's', 'nice', 'only', 'able', 'give', 'view', 'use', 'two', 'three', 'more', 'months', 'previous', 'experience', 'non', 'stick', 'cookware', 'have', 'not', 'good']	4	POSITIVE	POSITIVE	NEUTRAL	great	quality	n/a
780	40014038	263	Great Pan American s nice will only be able to give my view after using for two/three more months because previous experience with non stick cookware has not been good.	great pan american s nice only able give view use two three more months previous experience non stick cookware have not good	['great', 'pan', 'american', 's', 'nice', 'only', 'able', 'give', 'view', 'use', 'two', 'three', 'more', 'months', 'previous', 'experience', 'non', 'stick', 'cookware', 'have', 'not', 'good']	4	POSITIVE	POSITIVE	NEUTRAL	nice	quality	n/a
781	40014038	263	Great Pan American s nice will only be able to give my view after using for two/three more months because previous experience with non stick cookware has not been good.	great pan american s nice only able give view use two three more months previous experience non stick cookware have not good	['great', 'pan', 'american', 's', 'nice', 'only', 'able', 'give', 'view', 'use', 'two', 'three', 'more', 'months', 'previous', 'experience', 'non', 'stick', 'cookware', 'have', 'not', 'good']	4	POSITIVE	POSITIVE	NEUTRAL	stick	quality	n/a
782	40014038	263	Great Pan American s nice will only be able to give my view after using for two/three more months because previous experience with non stick cookware has not been good.	great pan american s nice only able give view use two three more months previous experience non stick cookware have not good	['great', 'pan', 'american', 's', 'nice', 'only', 'able', 'give', 'view', 'use', 'two', 'three', 'more', 'months', 'previous', 'experience', 'non', 'stick', 'cookware', 'have', 'not', 'good']	4	POSITIVE	POSITIVE	NEUTRAL	use	operational_effectiveness	n/a
783	40014038	264	 expected bigger one	expect bigger one	['expect', 'bigger', 'one']	1	NEUTRAL	NEUTRAL	POSITIVE	expect	quality	n/a
784	40014038	264	 expected bigger one	expect bigger one	['expect', 'bigger', 'one']	1	NEUTRAL	NEUTRAL	POSITIVE	bigger	operational_effectiveness	n/a
785	40104348	265	 nice product	nice product	['nice', 'product']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
786	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
787	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	awful	quality	n/a
788	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	coat	quality	n/a
789	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	disappoint	quality	n/a
790	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	last	quality	n/a
791	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	stick	quality	n/a
792	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	do	operational_effectiveness	n/a
793	40083793	266	Doesn't last even a month. Awful experience. The pan started leaving the non stick coating in less than a month. Extremely disappointed. Avoid this id you can!	do not last even month awful experience pan start leave non stick coat less than month extremely disappoint avoid id can	['do', 'not', 'last', 'even', 'month', 'awful', 'experience', 'pan', 'start', 'leave', 'non', 'stick', 'coat', 'less', 'than', 'month', 'extremely', 'disappoint', 'avoid', 'id', 'can']	1	NEGATIVE	NEGATIVE	NEGATIVE	non stick coating	quality	superior quality
794	40009190	267	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	useless	quality	n/a
795	40009190	267	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	induction	operational_effectiveness	n/a
796	40009190	267	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	work	operational_effectiveness	n/a
797	40009190	268	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	useless	quality	n/a
798	40009190	268	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	induction	operational_effectiveness	n/a
799	40009190	268	 Useless donâ€™t buy.Not working on induction.	useless don t buy not work induction	['useless', 'don', 't', 'buy', 'not', 'work', 'induction']	1	NEGATIVE	NEGATIVE	NEGATIVE	work	operational_effectiveness	n/a
800	40009195	269	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	return	quality	n/a
801	40009195	269	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	want	quality	n/a
802	40009195	269	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	friendly	operational_effectiveness	n/a
803	40009195	269	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	induction	operational_effectiveness	n/a
804	40009195	269	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	want to return	shipping_delivery	need replacement
805	40009195	270	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	bad	quality	n/a
806	40009195	270	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	quality	quality	n/a
807	40009195	270	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	bad quality	quality	poor quality
808	40009195	271	bad Bad colaty	bad bad colaty	['bad', 'bad', 'colaty']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
809	40009195	272	 very good	very good	['very', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
810	40009199	273	 Best quality	best quality	['best', 'quality']	5	POSITIVE	POSITIVE	POSITIVE	best	quality	n/a
811	40009199	273	 Best quality	best quality	['best', 'quality']	5	POSITIVE	POSITIVE	POSITIVE	quality	quality	n/a
812	40009199	274	 Excellent product	excellent product	['excellent', 'product']	5	POSITIVE	POSITIVE	POSITIVE	excellent	quality	n/a
813	40009199	274	 Excellent product	excellent product	['excellent', 'product']	5	POSITIVE	POSITIVE	POSITIVE	excellent product	quality	superior quality
814	40009199	275	 I want to return the product. It doesn't have flat surface.	want return product do not have flat surface	['want', 'return', 'product', 'do', 'not', 'have', 'flat', 'surface']	3	NEUTRAL	POSITIVE	NEGATIVE	return	quality	n/a
